Year,Station Code,Region,Garda Station,Value
2020,65205,Shankill, D.M.R. Eastern Division,21
2020,65205,Shankill, D.M.R. Eastern Division,77
2020,65205,Shankill, D.M.R. Eastern Division,14
2020,65205,Shankill, D.M.R. Eastern Division,118
2020,65205,Shankill, D.M.R. Eastern Division,106
2020,65205,Shankill, D.M.R. Eastern Division,29
2020,63105,Skerries, D.M.R. Northern Division,29
2020,63105,Skerries, D.M.R. Northern Division,10
2020,63105,Skerries, D.M.R. Northern Division,1
2020,63105,Skerries, D.M.R. Northern Division,2
2020,63105,Skerries, D.M.R. Northern Division,16
2020,63105,Skerries, D.M.R. Northern Division,53
2020,63105,Skerries, D.M.R. Northern Division,10
2020,63105,Skerries, D.M.R. Northern Division,24
2020,63105,Skerries, D.M.R. Northern Division,8
2020,63105,Skerries, D.M.R. Northern Division,29
2020,63105,Skerries, D.M.R. Northern Division,17
2020,63105,Skerries, D.M.R. Northern Division,5
2020,62301,StoreStreet, D.M.R. North Central Division,465
2020,62301,StoreStreet, D.M.R. North Central Division,103
2020,62301,StoreStreet, D.M.R. North Central Division,2
2020,62301,StoreStreet, D.M.R. North Central Division,120
2020,62301,StoreStreet, D.M.R. North Central Division,196
2020,62301,StoreStreet, D.M.R. North Central Division,2803
2020,62301,StoreStreet, D.M.R. North Central Division,263
2020,62301,StoreStreet, D.M.R. North Central Division,780
2020,62301,StoreStreet, D.M.R. North Central Division,145
2020,62301,StoreStreet, D.M.R. North Central Division,420
2020,62301,StoreStreet, D.M.R. North Central Division,1936
2020,62301,StoreStreet, D.M.R. North Central Division,53
2020,64102,SundriveRoad, D.M.R. Southern Division,122
2020,64102,SundriveRoad, D.M.R. Southern Division,52
2020,64102,SundriveRoad, D.M.R. Southern Division,0
2020,64102,SundriveRoad, D.M.R. Southern Division,21
2020,64102,SundriveRoad, D.M.R. Southern Division,80
2020,64102,SundriveRoad, D.M.R. Southern Division,281
2020,64102,SundriveRoad, D.M.R. Southern Division,39
2020,64102,SundriveRoad, D.M.R. Southern Division,168
2020,64102,SundriveRoad, D.M.R. Southern Division,27
2020,64102,SundriveRoad, D.M.R. Southern Division,123
2020,64102,SundriveRoad, D.M.R. Southern Division,179
2020,64102,SundriveRoad, D.M.R. Southern Division,56
2020,63303,Swords, D.M.R. Northern Division,227
2020,63303,Swords, D.M.R. Northern Division,86
2020,63303,Swords, D.M.R. Northern Division,0
2020,63303,Swords, D.M.R. Northern Division,33
2020,63303,Swords, D.M.R. Northern Division,94
2020,63303,Swords, D.M.R. Northern Division,834
2020,63303,Swords, D.M.R. Northern Division,109
2020,63303,Swords, D.M.R. Northern Division,154
2020,63303,Swords, D.M.R. Northern Division,27
2020,63303,Swords, D.M.R. Northern Division,196
2020,63303,Swords, D.M.R. Northern Division,192
2020,63303,Swords, D.M.R. Northern Division,147
2020,64202,Tallaght, D.M.R. Southern Division,379
2020,64202,Tallaght, D.M.R. Southern Division,175
2020,64202,Tallaght, D.M.R. Southern Division,5
2020,64202,Tallaght, D.M.R. Southern Division,73
2020,64202,Tallaght, D.M.R. Southern Division,334
2020,64202,Tallaght, D.M.R. Southern Division,1414
2020,64202,Tallaght, D.M.R. Southern Division,191
2020,64202,Tallaght, D.M.R. Southern Division,553
2020,64202,Tallaght, D.M.R. Southern Division,90
2020,64202,Tallaght, D.M.R. Southern Division,785
2020,64202,Tallaght, D.M.R. Southern Division,539
2020,64202,Tallaght, D.M.R. Southern Division,392
2020,64302,Terenure, D.M.R. Southern Division,42
2020,64302,Terenure, D.M.R. Southern Division,41
2020,64302,Terenure, D.M.R. Southern Division,0
2020,64302,Terenure, D.M.R. Southern Division,10
2020,64302,Terenure, D.M.R. Southern Division,95
2020,64302,Terenure, D.M.R. Southern Division,275
2020,64302,Terenure, D.M.R. Southern Division,46
2020,64302,Terenure, D.M.R. Southern Division,114
2020,64302,Terenure, D.M.R. Southern Division,14
2020,64302,Terenure, D.M.R. Southern Division,57
2020,64302,Terenure, D.M.R. Southern Division,100
2020,64302,Terenure, D.M.R. Southern Division,22
2021,63101,Balbriggan, D.M.R. Northern Division,191
2021,63101,Balbriggan, D.M.R. Northern Division,31
2021,63101,Balbriggan, D.M.R. Northern Division,1
2021,63101,Balbriggan, D.M.R. Northern Division,15
2021,63101,Balbriggan, D.M.R. Northern Division,38
2021,63101,Balbriggan, D.M.R. Northern Division,292
2021,63101,Balbriggan, D.M.R. Northern Division,139
2021,63101,Balbriggan, D.M.R. Northern Division,217
2021,63101,Balbriggan, D.M.R. Northern Division,29
2021,63101,Balbriggan, D.M.R. Northern Division,185
2021,63101,Balbriggan, D.M.R. Northern Division,159
2021,63101,Balbriggan, D.M.R. Northern Division,57
2021,66201,Ballyfermot, D.M.R. Western Division,175
2021,66201,Ballyfermot, D.M.R. Western Division,38
2021,66201,Ballyfermot, D.M.R. Western Division,1
2021,66201,Ballyfermot, D.M.R. Western Division,22
2021,66201,Ballyfermot, D.M.R. Western Division,53
2021,66201,Ballyfermot, D.M.R. Western Division,338
2021,66201,Ballyfermot, D.M.R. Western Division,71
2021,66201,Ballyfermot, D.M.R. Western Division,216
2021,66201,Ballyfermot, D.M.R. Western Division,24
2021,66201,Ballyfermot, D.M.R. Western Division,173
2021,66201,Ballyfermot, D.M.R. Western Division,150
2021,66201,Ballyfermot, D.M.R. Western Division,88
2021,63201,Ballymun, D.M.R. Northern Division,184
2021,63201,Ballymun, D.M.R. Northern Division,48
2021,63201,Ballymun, D.M.R. Northern Division,1
2021,63201,Ballymun, D.M.R. Northern Division,22
2021,63201,Ballymun, D.M.R. Northern Division,61
2021,63201,Ballymun, D.M.R. Northern Division,525
2021,63201,Ballymun, D.M.R. Northern Division,117
2021,63201,Ballymun, D.M.R. Northern Division,304
2021,63201,Ballymun, D.M.R. Northern Division,31
2021,63201,Ballymun, D.M.R. Northern Division,247
2021,63201,Ballymun, D.M.R. Northern Division,150
2021,63201,Ballymun, D.M.R. Northern Division,59
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",86
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",40
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",0
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",6
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",63
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",458
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",200
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",69
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",13
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",74
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",118
2021,65101,Blackrock," Co Dublin,  D.M.R. Eastern Division",18
2021,66101,Blanchardstown, D.M.R. Western Division,462
2021,66101,Blanchardstown, D.M.R. Western Division,167
2021,66101,Blanchardstown, D.M.R. Western Division,8
2021,66101,Blanchardstown, D.M.R. Western Division,70
2021,66101,Blanchardstown, D.M.R. Western Division,213
2021,66101,Blanchardstown, D.M.R. Western Division,1696
2021,66101,Blanchardstown, D.M.R. Western Division,503
2021,66101,Blanchardstown, D.M.R. Western Division,233
2021,66101,Blanchardstown, D.M.R. Western Division,62
2021,66101,Blanchardstown, D.M.R. Western Division,463
2021,66101,Blanchardstown, D.M.R. Western Division,391
2021,66101,Blanchardstown, D.M.R. Western Division,689
2021,62101,BridewellDublin, D.M.R. North Central Division,219
2021,62101,BridewellDublin, D.M.R. North Central Division,67
2021,62101,BridewellDublin, D.M.R. North Central Division,0
2021,62101,BridewellDublin, D.M.R. North Central Division,31
2021,62101,BridewellDublin, D.M.R. North Central Division,74
2021,62101,BridewellDublin, D.M.R. North Central Division,535
2021,62101,BridewellDublin, D.M.R. North Central Division,139
2021,62101,BridewellDublin, D.M.R. North Central Division,160
2021,62101,BridewellDublin, D.M.R. North Central Division,21
2021,62101,BridewellDublin, D.M.R. North Central Division,266
2021,62101,BridewellDublin, D.M.R. North Central Division,307
2021,62101,BridewellDublin, D.M.R. North Central Division,2359
2021,65201,Cabinteely, D.M.R. Eastern Division,50
2021,65201,Cabinteely, D.M.R. Eastern Division,25
2021,65201,Cabinteely, D.M.R. Eastern Division,1
2021,65201,Cabinteely, D.M.R. Eastern Division,12
2021,65201,Cabinteely, D.M.R. Eastern Division,73
2021,65201,Cabinteely, D.M.R. Eastern Division,291
2021,65201,Cabinteely, D.M.R. Eastern Division,89
2021,65201,Cabinteely, D.M.R. Eastern Division,76
2021,65201,Cabinteely, D.M.R. Eastern Division,8
2021,65201,Cabinteely, D.M.R. Eastern Division,109
2021,65201,Cabinteely, D.M.R. Eastern Division,85
2021,65201,Cabinteely, D.M.R. Eastern Division,22
2021,66102,Cabra, D.M.R. Western Division,83
2021,66102,Cabra, D.M.R. Western Division,24
2021,66102,Cabra, D.M.R. Western Division,0
2021,66102,Cabra, D.M.R. Western Division,21
2021,66102,Cabra, D.M.R. Western Division,41
2021,66102,Cabra, D.M.R. Western Division,359
2021,66102,Cabra, D.M.R. Western Division,69
2021,66102,Cabra, D.M.R. Western Division,58
2021,66102,Cabra, D.M.R. Western Division,13
2021,66102,Cabra, D.M.R. Western Division,103
2021,66102,Cabra, D.M.R. Western Division,111
2021,66102,Cabra, D.M.R. Western Division,25
2021,66202,Clondalkin, D.M.R. Western Division,208
2021,66202,Clondalkin, D.M.R. Western Division,103
2021,66202,Clondalkin, D.M.R. Western Division,1
2021,66202,Clondalkin, D.M.R. Western Division,25
2021,66202,Clondalkin, D.M.R. Western Division,122
2021,66202,Clondalkin, D.M.R. Western Division,542
2021,66202,Clondalkin, D.M.R. Western Division,154
2021,66202,Clondalkin, D.M.R. Western Division,344
2021,66202,Clondalkin, D.M.R. Western Division,29
2021,66202,Clondalkin, D.M.R. Western Division,201
2021,66202,Clondalkin, D.M.R. Western Division,193
2021,66202,Clondalkin, D.M.R. Western Division,82
2021,63401,Clontarf, D.M.R. Northern Division,132
2021,63401,Clontarf, D.M.R. Northern Division,48
2021,63401,Clontarf, D.M.R. Northern Division,0
2021,63401,Clontarf, D.M.R. Northern Division,23
2021,63401,Clontarf, D.M.R. Northern Division,73
2021,63401,Clontarf, D.M.R. Northern Division,484
2021,63401,Clontarf, D.M.R. Northern Division,155
2021,63401,Clontarf, D.M.R. Northern Division,75
2021,63401,Clontarf, D.M.R. Northern Division,19
2021,63401,Clontarf, D.M.R. Northern Division,161
2021,63401,Clontarf, D.M.R. Northern Division,131
2021,63401,Clontarf, D.M.R. Northern Division,32
2021,63301,Coolock, D.M.R. Northern Division,280
2021,63301,Coolock, D.M.R. Northern Division,84
2021,63301,Coolock, D.M.R. Northern Division,0
2021,63301,Coolock, D.M.R. Northern Division,72
2021,63301,Coolock, D.M.R. Northern Division,102
2021,63301,Coolock, D.M.R. Northern Division,964
2021,63301,Coolock, D.M.R. Northern Division,160
2021,63301,Coolock, D.M.R. Northern Division,212
2021,63301,Coolock, D.M.R. Northern Division,45
2021,63301,Coolock, D.M.R. Northern Division,406
2021,63301,Coolock, D.M.R. Northern Division,231
2021,63301,Coolock, D.M.R. Northern Division,118
2021,64101,Crumlin, D.M.R. Southern Division,93
2021,64101,Crumlin, D.M.R. Southern Division,46
2021,64101,Crumlin, D.M.R. Southern Division,1
2021,64101,Crumlin, D.M.R. Southern Division,10
2021,64101,Crumlin, D.M.R. Southern Division,80
2021,64101,Crumlin, D.M.R. Southern Division,353
2021,64101,Crumlin, D.M.R. Southern Division,103
2021,64101,Crumlin, D.M.R. Southern Division,148
2021,64101,Crumlin, D.M.R. Southern Division,11
2021,64101,Crumlin, D.M.R. Southern Division,124
2021,64101,Crumlin, D.M.R. Southern Division,158
2021,64101,Crumlin, D.M.R. Southern Division,37
2021,61101,Donnybrook, D.M.R. South Central Division,73
2021,61101,Donnybrook, D.M.R. South Central Division,25
2021,61101,Donnybrook, D.M.R. South Central Division,0
2021,61101,Donnybrook, D.M.R. South Central Division,21
2021,61101,Donnybrook, D.M.R. South Central Division,94
2021,61101,Donnybrook, D.M.R. South Central Division,633
2021,61101,Donnybrook, D.M.R. South Central Division,169
2021,61101,Donnybrook, D.M.R. South Central Division,33
2021,61101,Donnybrook, D.M.R. South Central Division,18
2021,61101,Donnybrook, D.M.R. South Central Division,68
2021,61101,Donnybrook, D.M.R. South Central Division,170
2021,61101,Donnybrook, D.M.R. South Central Division,6
2021,63202,DublinAirport, D.M.R. Northern Division,11
2021,63202,DublinAirport, D.M.R. Northern Division,13
2021,63202,DublinAirport, D.M.R. Northern Division,2
2021,63202,DublinAirport, D.M.R. Northern Division,0
2021,63202,DublinAirport, D.M.R. Northern Division,1
2021,63202,DublinAirport, D.M.R. Northern Division,63
2021,63202,DublinAirport, D.M.R. Northern Division,27
2021,63202,DublinAirport, D.M.R. Northern Division,15
2021,63202,DublinAirport, D.M.R. Northern Division,8
2021,63202,DublinAirport, D.M.R. Northern Division,8
2021,63202,DublinAirport, D.M.R. Northern Division,76
2021,63202,DublinAirport, D.M.R. Northern Division,4
2021,65203,DunLaoghaire, D.M.R. Eastern Division,118
2021,65203,DunLaoghaire, D.M.R. Eastern Division,31
2021,65203,DunLaoghaire, D.M.R. Eastern Division,0
2021,65203,DunLaoghaire, D.M.R. Eastern Division,14
2021,65203,DunLaoghaire, D.M.R. Eastern Division,117
2021,65203,DunLaoghaire, D.M.R. Eastern Division,549
2021,65203,DunLaoghaire, D.M.R. Eastern Division,212
2021,65203,DunLaoghaire, D.M.R. Eastern Division,124
2021,65203,DunLaoghaire, D.M.R. Eastern Division,23
2021,65203,DunLaoghaire, D.M.R. Eastern Division,168
2021,65203,DunLaoghaire, D.M.R. Eastern Division,247
2021,65203,DunLaoghaire, D.M.R. Eastern Division,247
2021,65102,Dundrum, D.M.R. Eastern Division,172
2021,65102,Dundrum, D.M.R. Eastern Division,68
2021,65102,Dundrum, D.M.R. Eastern Division,4
2021,65102,Dundrum, D.M.R. Eastern Division,27
2021,65102,Dundrum, D.M.R. Eastern Division,185
2021,65102,Dundrum, D.M.R. Eastern Division,982
2021,65102,Dundrum, D.M.R. Eastern Division,327
2021,65102,Dundrum, D.M.R. Eastern Division,143
2021,65102,Dundrum, D.M.R. Eastern Division,25
2021,65102,Dundrum, D.M.R. Eastern Division,167
2021,65102,Dundrum, D.M.R. Eastern Division,180
2021,65102,Dundrum, D.M.R. Eastern Division,49
2021,66103,Finglas, D.M.R. Western Division,278
2021,66103,Finglas, D.M.R. Western Division,101
2021,66103,Finglas, D.M.R. Western Division,2
2021,66103,Finglas, D.M.R. Western Division,39
2021,66103,Finglas, D.M.R. Western Division,94
2021,66103,Finglas, D.M.R. Western Division,1040
2021,66103,Finglas, D.M.R. Western Division,188
2021,66103,Finglas, D.M.R. Western Division,522
2021,66103,Finglas, D.M.R. Western Division,40
2021,66103,Finglas, D.M.R. Western Division,316
2021,66103,Finglas, D.M.R. Western Division,305
2021,66103,Finglas, D.M.R. Western Division,138
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,187
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,47
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,4
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,41
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,67
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,458
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,112
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,180
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,37
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,234
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,214
2021,62202,FitzgibbonStreet, D.M.R. North Central Division,47
2021,63102,Garristown, D.M.R. Northern Division,11
2021,63102,Garristown, D.M.R. Northern Division,1
2021,63102,Garristown, D.M.R. Northern Division,0
2021,63102,Garristown, D.M.R. Northern Division,0
2021,63102,Garristown, D.M.R. Northern Division,9
2021,63102,Garristown, D.M.R. Northern Division,11
2021,63102,Garristown, D.M.R. Northern Division,7
2021,63102,Garristown, D.M.R. Northern Division,3
2021,63102,Garristown, D.M.R. Northern Division,2
2021,63102,Garristown, D.M.R. Northern Division,12
2021,63102,Garristown, D.M.R. Northern Division,5
2021,63102,Garristown, D.M.R. Northern Division,1
2021,63402,Howth, D.M.R. Northern Division,95
2021,63402,Howth, D.M.R. Northern Division,16
2021,63402,Howth, D.M.R. Northern Division,0
2021,63402,Howth, D.M.R. Northern Division,11
2021,63402,Howth, D.M.R. Northern Division,44
2021,63402,Howth, D.M.R. Northern Division,223
2021,63402,Howth, D.M.R. Northern Division,73
2021,63402,Howth, D.M.R. Northern Division,65
2021,63402,Howth, D.M.R. Northern Division,7
2021,63402,Howth, D.M.R. Northern Division,115
2021,63402,Howth, D.M.R. Northern Division,93
2021,63402,Howth, D.M.R. Northern Division,11
2021,61102,Irishtown, D.M.R. South Central Division,100
2021,61102,Irishtown, D.M.R. South Central Division,17
2021,61102,Irishtown, D.M.R. South Central Division,0
2021,61102,Irishtown, D.M.R. South Central Division,18
2021,61102,Irishtown, D.M.R. South Central Division,87
2021,61102,Irishtown, D.M.R. South Central Division,461
2021,61102,Irishtown, D.M.R. South Central Division,132
2021,61102,Irishtown, D.M.R. South Central Division,61
2021,61102,Irishtown, D.M.R. South Central Division,6
2021,61102,Irishtown, D.M.R. South Central Division,109
2021,61102,Irishtown, D.M.R. South Central Division,169
2021,61102,Irishtown, D.M.R. South Central Division,14
2021,61301,KevinStreet, D.M.R. South Central Division,211
2021,61301,KevinStreet, D.M.R. South Central Division,95
2021,61301,KevinStreet, D.M.R. South Central Division,6
2021,61301,KevinStreet, D.M.R. South Central Division,42
2021,61301,KevinStreet, D.M.R. South Central Division,138
2021,61301,KevinStreet, D.M.R. South Central Division,685
2021,61301,KevinStreet, D.M.R. South Central Division,199
2021,61301,KevinStreet, D.M.R. South Central Division,319
2021,61301,KevinStreet, D.M.R. South Central Division,59
2021,61301,KevinStreet, D.M.R. South Central Division,272
2021,61301,KevinStreet, D.M.R. South Central Division,468
2021,61301,KevinStreet, D.M.R. South Central Division,41
2021,61302,Kilmainham, D.M.R. South Central Division,193
2021,61302,Kilmainham, D.M.R. South Central Division,73
2021,61302,Kilmainham, D.M.R. South Central Division,2
2021,61302,Kilmainham, D.M.R. South Central Division,38
2021,61302,Kilmainham, D.M.R. South Central Division,80
2021,61302,Kilmainham, D.M.R. South Central Division,550
2021,61302,Kilmainham, D.M.R. South Central Division,120
2021,61302,Kilmainham, D.M.R. South Central Division,122
2021,61302,Kilmainham, D.M.R. South Central Division,21
2021,61302,Kilmainham, D.M.R. South Central Division,232
2021,61302,Kilmainham, D.M.R. South Central Division,284
2021,61302,Kilmainham, D.M.R. South Central Division,38
2021,66301,Lucan, D.M.R. Western Division,106
2021,66301,Lucan, D.M.R. Western Division,77
2021,66301,Lucan, D.M.R. Western Division,1
2021,66301,Lucan, D.M.R. Western Division,15
2021,66301,Lucan, D.M.R. Western Division,99
2021,66301,Lucan, D.M.R. Western Division,407
2021,66301,Lucan, D.M.R. Western Division,175
2021,66301,Lucan, D.M.R. Western Division,270
2021,66301,Lucan, D.M.R. Western Division,22
2021,66301,Lucan, D.M.R. Western Division,128
2021,66301,Lucan, D.M.R. Western Division,137
2021,66301,Lucan, D.M.R. Western Division,21
2021,63103,Lusk, D.M.R. Northern Division,93
2021,63103,Lusk, D.M.R. Northern Division,17
2021,63103,Lusk, D.M.R. Northern Division,0
2021,63103,Lusk, D.M.R. Northern Division,3
2021,63103,Lusk, D.M.R. Northern Division,22
2021,63103,Lusk, D.M.R. Northern Division,310
2021,63103,Lusk, D.M.R. Northern Division,38
2021,63103,Lusk, D.M.R. Northern Division,80
2021,63103,Lusk, D.M.R. Northern Division,13
2021,63103,Lusk, D.M.R. Northern Division,75
2021,63103,Lusk, D.M.R. Northern Division,53
2021,63103,Lusk, D.M.R. Northern Division,10
2021,63302,Malahide, D.M.R. Northern Division,91
2021,63302,Malahide, D.M.R. Northern Division,18
2021,63302,Malahide, D.M.R. Northern Division,0
2021,63302,Malahide, D.M.R. Northern Division,17
2021,63302,Malahide, D.M.R. Northern Division,47
2021,63302,Malahide, D.M.R. Northern Division,232
2021,63302,Malahide, D.M.R. Northern Division,97
2021,63302,Malahide, D.M.R. Northern Division,29
2021,63302,Malahide, D.M.R. Northern Division,7
2021,63302,Malahide, D.M.R. Northern Division,111
2021,63302,Malahide, D.M.R. Northern Division,90
2021,63302,Malahide, D.M.R. Northern Division,22
2021,62203,Mountjoy, D.M.R. North Central Division,197
2021,62203,Mountjoy, D.M.R. North Central Division,56
2021,62203,Mountjoy, D.M.R. North Central Division,0
2021,62203,Mountjoy, D.M.R. North Central Division,41
2021,62203,Mountjoy, D.M.R. North Central Division,104
2021,62203,Mountjoy, D.M.R. North Central Division,590
2021,62203,Mountjoy, D.M.R. North Central Division,139
2021,62203,Mountjoy, D.M.R. North Central Division,91
2021,62203,Mountjoy, D.M.R. North Central Division,28
2021,62203,Mountjoy, D.M.R. North Central Division,230
2021,62203,Mountjoy, D.M.R. North Central Division,188
2021,62203,Mountjoy, D.M.R. North Central Division,58
2021,61202,PearseStreet, D.M.R. South Central Division,432
2021,61202,PearseStreet, D.M.R. South Central Division,52
2021,61202,PearseStreet, D.M.R. South Central Division,6
2021,61202,PearseStreet, D.M.R. South Central Division,149
2021,61202,PearseStreet, D.M.R. South Central Division,326
2021,61202,PearseStreet, D.M.R. South Central Division,2412
2021,61202,PearseStreet, D.M.R. South Central Division,353
2021,61202,PearseStreet, D.M.R. South Central Division,453
2021,61202,PearseStreet, D.M.R. South Central Division,147
2021,61202,PearseStreet, D.M.R. South Central Division,371
2021,61202,PearseStreet, D.M.R. South Central Division,1833
2021,61202,PearseStreet, D.M.R. South Central Division,70
2021,63403,Raheny, D.M.R. Northern Division,82
2021,63403,Raheny, D.M.R. Northern Division,25
2021,63403,Raheny, D.M.R. Northern Division,1
2021,63403,Raheny, D.M.R. Northern Division,22
2021,63403,Raheny, D.M.R. Northern Division,47
2021,63403,Raheny, D.M.R. Northern Division,231
2021,63403,Raheny, D.M.R. Northern Division,96
2021,63403,Raheny, D.M.R. Northern Division,95
2021,63403,Raheny, D.M.R. Northern Division,10
2021,63403,Raheny, D.M.R. Northern Division,79
2021,63403,Raheny, D.M.R. Northern Division,90
2021,63403,Raheny, D.M.R. Northern Division,24
2021,66203,Rathcoole, D.M.R. Western Division,65
2021,66203,Rathcoole, D.M.R. Western Division,25
2021,66203,Rathcoole, D.M.R. Western Division,0
2021,66203,Rathcoole, D.M.R. Western Division,6
2021,66203,Rathcoole, D.M.R. Western Division,40
2021,66203,Rathcoole, D.M.R. Western Division,328
2021,66203,Rathcoole, D.M.R. Western Division,43
2021,66203,Rathcoole, D.M.R. Western Division,38
2021,66203,Rathcoole, D.M.R. Western Division,8
2021,66203,Rathcoole, D.M.R. Western Division,68
2021,66203,Rathcoole, D.M.R. Western Division,47
2021,66203,Rathcoole, D.M.R. Western Division,21
2021,64201,Rathfarnham, D.M.R. Southern Division,117
2021,64201,Rathfarnham, D.M.R. Southern Division,50
2021,64201,Rathfarnham, D.M.R. Southern Division,0
2021,64201,Rathfarnham, D.M.R. Southern Division,8
2021,64201,Rathfarnham, D.M.R. Southern Division,113
2021,64201,Rathfarnham, D.M.R. Southern Division,598
2021,64201,Rathfarnham, D.M.R. Southern Division,195
2021,64201,Rathfarnham, D.M.R. Southern Division,120
2021,64201,Rathfarnham, D.M.R. Southern Division,13
2021,64201,Rathfarnham, D.M.R. Southern Division,173
2021,64201,Rathfarnham, D.M.R. Southern Division,168
2021,64201,Rathfarnham, D.M.R. Southern Division,35
2021,64301,Rathmines, D.M.R. Southern Division,85
2021,64301,Rathmines, D.M.R. Southern Division,18
2021,64301,Rathmines, D.M.R. Southern Division,0
2021,64301,Rathmines, D.M.R. Southern Division,16
2021,64301,Rathmines, D.M.R. Southern Division,72
2021,64301,Rathmines, D.M.R. Southern Division,612
2021,64301,Rathmines, D.M.R. Southern Division,104
2021,64301,Rathmines, D.M.R. Southern Division,139
2021,64301,Rathmines, D.M.R. Southern Division,5
2021,64301,Rathmines, D.M.R. Southern Division,108
2021,64301,Rathmines, D.M.R. Southern Division,198
2021,64301,Rathmines, D.M.R. Southern Division,25
2021,66302,Ronanstown, D.M.R. Western Division,258
2021,66302,Ronanstown, D.M.R. Western Division,80
2021,66302,Ronanstown, D.M.R. Western Division,0
2021,66302,Ronanstown, D.M.R. Western Division,24
2021,66302,Ronanstown, D.M.R. Western Division,89
2021,66302,Ronanstown, D.M.R. Western Division,809
2021,66302,Ronanstown, D.M.R. Western Division,83
2021,66302,Ronanstown, D.M.R. Western Division,943
2021,66302,Ronanstown, D.M.R. Western Division,40
2021,66302,Ronanstown, D.M.R. Western Division,274
2021,66302,Ronanstown, D.M.R. Western Division,244
2021,66302,Ronanstown, D.M.R. Western Division,232
2021,63203,Santry, D.M.R. Northern Division,152
2021,63203,Santry, D.M.R. Northern Division,54
2021,63203,Santry, D.M.R. Northern Division,2
2021,63203,Santry, D.M.R. Northern Division,39
2021,63203,Santry, D.M.R. Northern Division,99
2021,63203,Santry, D.M.R. Northern Division,856
2021,63203,Santry, D.M.R. Northern Division,135
2021,63203,Santry, D.M.R. Northern Division,71
2021,63203,Santry, D.M.R. Northern Division,20
2021,63203,Santry, D.M.R. Northern Division,212
2021,63203,Santry, D.M.R. Northern Division,133
2021,63203,Santry, D.M.R. Northern Division,26
2021,65205,Shankill, D.M.R. Eastern Division,55
2021,65205,Shankill, D.M.R. Eastern Division,29
2021,65205,Shankill, D.M.R. Eastern Division,1
2021,65205,Shankill, D.M.R. Eastern Division,10
2021,65205,Shankill, D.M.R. Eastern Division,39
2021,65205,Shankill, D.M.R. Eastern Division,177
2021,65205,Shankill, D.M.R. Eastern Division,51
2021,65205,Shankill, D.M.R. Eastern Division,78
2021,65205,Shankill, D.M.R. Eastern Division,8
2021,65205,Shankill, D.M.R. Eastern Division,120
2021,65205,Shankill, D.M.R. Eastern Division,88
2021,65205,Shankill, D.M.R. Eastern Division,25
2021,63105,Skerries, D.M.R. Northern Division,29
2021,63105,Skerries, D.M.R. Northern Division,3
2021,63105,Skerries, D.M.R. Northern Division,0
2021,63105,Skerries, D.M.R. Northern Division,3
2021,63105,Skerries, D.M.R. Northern Division,4
2021,63105,Skerries, D.M.R. Northern Division,52
2021,63105,Skerries, D.M.R. Northern Division,42
2021,63105,Skerries, D.M.R. Northern Division,31
2021,63105,Skerries, D.M.R. Northern Division,1
2021,63105,Skerries, D.M.R. Northern Division,30
2021,63105,Skerries, D.M.R. Northern Division,28
2021,63105,Skerries, D.M.R. Northern Division,4
2021,62301,StoreStreet, D.M.R. North Central Division,529
2021,62301,StoreStreet, D.M.R. North Central Division,105
2021,62301,StoreStreet, D.M.R. North Central Division,5
2021,62301,StoreStreet, D.M.R. North Central Division,118
2021,62301,StoreStreet, D.M.R. North Central Division,221
2021,62301,StoreStreet, D.M.R. North Central Division,2552
2021,62301,StoreStreet, D.M.R. North Central Division,354
2021,62301,StoreStreet, D.M.R. North Central Division,693
2021,62301,StoreStreet, D.M.R. North Central Division,169
2021,62301,StoreStreet, D.M.R. North Central Division,387
2021,62301,StoreStreet, D.M.R. North Central Division,1762
2021,62301,StoreStreet, D.M.R. North Central Division,63
2021,64102,SundriveRoad, D.M.R. Southern Division,109
2021,64102,SundriveRoad, D.M.R. Southern Division,40
2021,64102,SundriveRoad, D.M.R. Southern Division,1
2021,64102,SundriveRoad, D.M.R. Southern Division,13
2021,64102,SundriveRoad, D.M.R. Southern Division,43
2021,64102,SundriveRoad, D.M.R. Southern Division,302
