Year,Station Code,Region,Garda Station,Value
2020,63403,Raheny, D.M.R. Northern Division,29
2020,63403,Raheny, D.M.R. Northern Division,66
2020,63403,Raheny, D.M.R. Northern Division,268
2020,63403,Raheny, D.M.R. Northern Division,38
2020,63403,Raheny, D.M.R. Northern Division,167
2020,63403,Raheny, D.M.R. Northern Division,20
2020,63403,Raheny, D.M.R. Northern Division,101
2020,63403,Raheny, D.M.R. Northern Division,124
2020,63403,Raheny, D.M.R. Northern Division,35
2020,66203,Rathcoole, D.M.R. Western Division,63
2020,66203,Rathcoole, D.M.R. Western Division,32
2020,66203,Rathcoole, D.M.R. Western Division,0
2020,66203,Rathcoole, D.M.R. Western Division,7
2020,66203,Rathcoole, D.M.R. Western Division,52
2020,66203,Rathcoole, D.M.R. Western Division,325
2020,66203,Rathcoole, D.M.R. Western Division,38
2020,66203,Rathcoole, D.M.R. Western Division,50
2020,66203,Rathcoole, D.M.R. Western Division,6
2020,66203,Rathcoole, D.M.R. Western Division,47
2020,66203,Rathcoole, D.M.R. Western Division,46
2020,66203,Rathcoole, D.M.R. Western Division,14
2020,64201,Rathfarnham, D.M.R. Southern Division,95
2020,64201,Rathfarnham, D.M.R. Southern Division,74
2020,64201,Rathfarnham, D.M.R. Southern Division,0
2020,64201,Rathfarnham, D.M.R. Southern Division,32
2020,64201,Rathfarnham, D.M.R. Southern Division,166
2020,64201,Rathfarnham, D.M.R. Southern Division,715
2020,64201,Rathfarnham, D.M.R. Southern Division,85
2020,64201,Rathfarnham, D.M.R. Southern Division,147
2020,64201,Rathfarnham, D.M.R. Southern Division,25
2020,64201,Rathfarnham, D.M.R. Southern Division,186
2020,64201,Rathfarnham, D.M.R. Southern Division,187
2020,64201,Rathfarnham, D.M.R. Southern Division,52
2020,64301,Rathmines, D.M.R. Southern Division,66
2020,64301,Rathmines, D.M.R. Southern Division,29
2020,64301,Rathmines, D.M.R. Southern Division,0
2020,64301,Rathmines, D.M.R. Southern Division,12
2020,64301,Rathmines, D.M.R. Southern Division,91
2020,64301,Rathmines, D.M.R. Southern Division,541
2020,64301,Rathmines, D.M.R. Southern Division,61
2020,64301,Rathmines, D.M.R. Southern Division,206
2020,64301,Rathmines, D.M.R. Southern Division,13
2020,64301,Rathmines, D.M.R. Southern Division,106
2020,64301,Rathmines, D.M.R. Southern Division,210
2020,64301,Rathmines, D.M.R. Southern Division,21
2020,66302,Ronanstown, D.M.R. Western Division,274
2020,66302,Ronanstown, D.M.R. Western Division,105
2020,66302,Ronanstown, D.M.R. Western Division,2
2020,66302,Ronanstown, D.M.R. Western Division,23
2020,66302,Ronanstown, D.M.R. Western Division,124
2020,66302,Ronanstown, D.M.R. Western Division,797
2020,66302,Ronanstown, D.M.R. Western Division,67
2020,66302,Ronanstown, D.M.R. Western Division,936
2020,66302,Ronanstown, D.M.R. Western Division,42
2020,66302,Ronanstown, D.M.R. Western Division,295
2020,66302,Ronanstown, D.M.R. Western Division,228
2020,66302,Ronanstown, D.M.R. Western Division,290
2020,63203,Santry, D.M.R. Northern Division,118
2020,63203,Santry, D.M.R. Northern Division,58
2020,63203,Santry, D.M.R. Northern Division,1
2020,63203,Santry, D.M.R. Northern Division,31
2020,63203,Santry, D.M.R. Northern Division,149
2020,63203,Santry, D.M.R. Northern Division,1010
2020,63203,Santry, D.M.R. Northern Division,92
2020,63203,Santry, D.M.R. Northern Division,101
2020,63203,Santry, D.M.R. Northern Division,16
2020,63203,Santry, D.M.R. Northern Division,164
2020,63203,Santry, D.M.R. Northern Division,175
2020,63203,Santry, D.M.R. Northern Division,22
2020,65205,Shankill, D.M.R. Eastern Division,81
2020,65205,Shankill, D.M.R. Eastern Division,41
2020,65205,Shankill, D.M.R. Eastern Division,0
2020,65205,Shankill, D.M.R. Eastern Division,3
2020,65205,Shankill, D.M.R. Eastern Division,78
2020,65205,Shankill, D.M.R. Eastern Division,216
